country,championate,title,date,result,book,home_open_odds,home_close_odds,draw_open_odds,draw_close_odds,away_open_odds,away_close_odds
Turkey,PTT 1. Lig 2013/2014,Fethiyespor - Adanaspor AS,"Wednesday, 19 Feb 2014, 18:00",0:1,Marathonbet,2.22,2.32,2.94,2.94,3.75,3.5
Russia,Premier League 2011/2012,Tomsk - Akhmat Grozny,"Saturday, 14 Apr 2012, 11:00",3:0,Pinnacle,2.52,2.42,3.13,3.16,3.19,3.38
Brazil,Serie A 2016,Botafogo RJ - Gremio,"Sunday, 04 Sep 2016, 19:00",2:1,Marathonbet,2.74,2.55,3.38,3.48,2.74,2.85
Brazil,Serie A 2016,Botafogo RJ - Gremio,"Sunday, 04 Sep 2016, 19:00",2:1,Pinnacle,2.59,2.46,3.37,3.46,2.92,3.04
Spain,LaLiga 2016/2017,Atl. Madrid - Las Palmas,"Saturday, 17 Dec 2016, 15:15",1:0,Marathonbet,1.25,1.25,6.8,6.6,14.5,15.5
Spain,LaLiga 2016/2017,Atl. Madrid - Las Palmas,"Saturday, 17 Dec 2016, 15:15",1:0,Pinnacle,1.23,1.25,6.35,6.6,15.95,14.9
Italy,Serie B 2013/2014,Trapani - Modena,"Saturday, 22 Feb 2014, 15:00",2:0,Marathonbet,2.15,2.25,3.2,3.05,4.05,3.95
Italy,Serie B 2013/2014,Trapani - Modena,"Saturday, 22 Feb 2014, 15:00",2:0,Pinnacle,2.24,2.23,3.33,3.18,3.55,3.8
Italy,Serie B 2017/2018,Bari - Ternana,"Saturday, 23 Sep 2017, 13:00",3:0,Asianodds,1.68,1.72,3.6,3.7,4.9,6.05
Italy,Serie B 2017/2018,Bari - Ternana,"Saturday, 23 Sep 2017, 13:00",3:0,Marathonbet,2.09,1.64,3.56,3.72,3.76,6.8
Italy,Serie B 2017/2018,Bari - Ternana,"Saturday, 23 Sep 2017, 13:00",3:0,Pinnacle,1.72,1.63,3.59,3.74,6.05,6.9
Belgium,Jupiler League 2011/2012,Mons - St. Truiden,"Saturday, 13 Aug 2011, 19:00",4:2,Pinnacle,2.02,1.78,3.52,3.87,3.92,4.92
Norway,Tippeligaen 2012,Aalesund - Tromso,"Monday, 02 Apr 2012, 18:00",0:0,Pinnacle,2.27,2.17,3.48,3.52,3.34,3.6
Argentina,Primera Division 2016,Estudiantes L.P. - Defensa y Justicia,"Saturday, 19 Mar 2016, 00:15",2:1,Marathonbet,2.0,1.95,3.2,3.42,4.7,4.55
Argentina,Primera Division 2016,Estudiantes L.P. - Defensa y Justicia,"Saturday, 19 Mar 2016, 00:15",2:1,Pinnacle,2.04,2.06,3.37,3.25,4.2,4.3
Sweden,Allsvenskan 2018,Dalkurd - Orebro,"Saturday, 20 Oct 2018, 14:00",1:0,Asianodds,3.3,3.17,3.45,3.5,2.26,2.33
Sweden,Allsvenskan 2018,Dalkurd - Orebro,"Saturday, 20 Oct 2018, 14:00",1:0,Marathonbet,3.04,3.13,3.4,3.45,2.35,2.28
Sweden,Allsvenskan 2018,Dalkurd - Orebro,"Saturday, 20 Oct 2018, 14:00",1:0,Pinnacle,3.38,3.17,3.34,3.5,2.26,2.33
Netherlands,Eredivisie 2018/2019,Feyenoord - AZ Alkmaar,"Saturday, 20 Apr 2019, 18:45",2:1,Asianodds,1.79,1.88,4.14,4.25,4.14,3.96
Netherlands,Eredivisie 2018/2019,Feyenoord - AZ Alkmaar,"Saturday, 20 Apr 2019, 18:45",2:1,Marathonbet,1.81,1.79,4.1,4.1,3.95,4.05
Netherlands,Eredivisie 2018/2019,Feyenoord - AZ Alkmaar,"Saturday, 20 Apr 2019, 18:45",2:1,Pinnacle,1.79,1.83,4.14,4.14,4.14,4.06
Argentina,Primera Division 2011/2012,Tigre - Estudiantes L.P.,"Saturday, 17 Mar 2012, 20:00",1:1,Pinnacle,2.61,2.37,3.13,3.07,3.04,3.57
Spain,Segunda Division 2014/2015,Zaragoza - Las Palmas,"Sunday, 31 May 2015, 16:00",0:2,Marathonbet,2.48,2.32,3.2,3.35,3.06,3.2
Spain,Segunda Division 2014/2015,Zaragoza - Las Palmas,"Sunday, 31 May 2015, 16:00",0:2,Pinnacle,2.48,2.45,3.48,3.45,2.95,3.06
Spain,Primera Division 2010/2011,Almeria - Ath Bilbao,"Monday, 04 Apr 2011, 20:00",1:3,Pinnacle,2.95,2.73,3.34,3.48,2.62,2.73
Netherlands,Eerste Divisie 2013/2014,Willem II - Jong PSV,"Sunday, 08 Sep 2013, 11:30",2:0,Marathonbet,1.45,1.42,4.6,4.8,7.4,7.7
Netherlands,Eerste Divisie 2013/2014,Willem II - Jong PSV,"Sunday, 08 Sep 2013, 11:30",2:0,Pinnacle,1.47,1.46,4.95,4.99,6.75,6.95
Romania,Liga 1 2015/2016,Poli Timisoara - Concordia,"Saturday, 23 Apr 2016, 15:00",1:3,Marathonbet,2.51,2.33,3.1,2.98,3.22,3.76
Romania,Liga 1 2015/2016,Poli Timisoara - Concordia,"Saturday, 23 Apr 2016, 15:00",1:3,Pinnacle,2.58,2.13,3.16,3.25,3.06,3.94
Sweden,Allsvenskan 2018,Ostersunds - Kalmar,"Sunday, 12 Aug 2018, 13:00",2:0,Asianodds,1.58,1.9,3.7,3.74,5.7,4.5
Sweden,Allsvenskan 2018,Ostersunds - Kalmar,"Sunday, 12 Aug 2018, 13:00",2:0,Marathonbet,1.6,1.86,4.0,3.76,6.65,4.5
Sweden,Allsvenskan 2018,Ostersunds - Kalmar,"Sunday, 12 Aug 2018, 13:00",2:0,Pinnacle,1.64,1.85,3.94,3.74,5.81,4.49
Germany,2. Bundesliga 2019/2020,SG Dynamo Dresden - Bochum,"Saturday, 22 Feb 2020, 12:00",1:2,Asianodds,2.33,2.63,3.45,3.3,2.78,2.88
Germany,2. Bundesliga 2019/2020,SG Dynamo Dresden - Bochum,"Saturday, 22 Feb 2020, 12:00",1:2,Marathonbet,2.38,2.62,3.52,3.14,2.9,2.86
Germany,2. Bundesliga 2019/2020,SG Dynamo Dresden - Bochum,"Saturday, 22 Feb 2020, 12:00",1:2,Pinnacle,2.47,2.63,3.25,3.23,3.06,2.86
Netherlands,Eredivisie 2013/2014,Den Bosch - Excelsior,"Thursday, 08 May 2014, 18:45",1:3,Marathonbet,2.45,2.45,3.5,3.65,3.0,2.92
Netherlands,Eredivisie 2013/2014,Den Bosch - Excelsior,"Thursday, 08 May 2014, 18:45",1:3,Pinnacle,2.35,2.39,3.67,3.68,3.01,2.99
Germany,3. Liga 2015/2016,Hallescher - Stutt. Kickers,"Saturday, 21 Nov 2015, 13:00",1:1,Marathonbet,2.28,2.29,3.44,3.4,3.3,3.32
Germany,3. Liga 2015/2016,Hallescher - Stutt. Kickers,"Saturday, 21 Nov 2015, 13:00",1:1,Pinnacle,2.21,2.2,3.45,3.45,3.47,3.49
Denmark,1st Division 2010/2011,Slagelse - Koge,"Friday, 05 Nov 2010, 17:00",1:3,Pinnacle,2.45,2.49,3.73,3.68,2.83,2.8
Germany,Bundesliga 2013/2014,Hertha Berlin - Eintracht Frankfurt,"Saturday, 10 Aug 2013, 14:30",6:1,Marathonbet,2.27,2.48,3.5,3.45,3.3,3.0
Germany,Bundesliga 2013/2014,Hertha Berlin - Eintracht Frankfurt,"Saturday, 10 Aug 2013, 14:30",6:1,Pinnacle,2.44,2.59,3.52,3.3,3.03,3.02
Slovakia,Fortuna liga 2019/2020,Dun. Streda - Slovan Bratislava,"Wednesday, 01 Jul 2020, 18:00",1:3,Asianodds,2.73,2.96,3.76,3.92,2.42,2.26
Slovakia,Fortuna liga 2019/2020,Dun. Streda - Slovan Bratislava,"Wednesday, 01 Jul 2020, 18:00",1:3,Marathonbet,2.53,3.0,3.52,3.72,2.56,2.14
Slovakia,Fortuna liga 2019/2020,Dun. Streda - Slovan Bratislava,"Wednesday, 01 Jul 2020, 18:00",1:3,Pinnacle,2.98,2.96,3.85,3.92,2.22,2.26
Argentina,Superliga 2018/2019,Estudiantes L.P. - Newells Old Boys,"Wednesday, 24 Oct 2018, 22:30",1:0,Asianodds,2.01,2.76,3.0,2.84,4.0,3.16
Argentina,Superliga 2018/2019,Estudiantes L.P. - Newells Old Boys,"Wednesday, 24 Oct 2018, 22:30",1:0,Marathonbet,1.85,2.72,3.3,2.82,5.5,3.06
Argentina,Superliga 2018/2019,Estudiantes L.P. - Newells Old Boys,"Wednesday, 24 Oct 2018, 22:30",1:0,Pinnacle,2.11,2.76,3.06,2.84,4.19,3.16
Sweden,Allsvenskan 2015,Kalmar - Helsingborg,"Saturday, 04 Apr 2015, 14:00",0:0,Marathonbet,2.5,2.15,3.35,3.35,3.05,3.8
Sweden,Allsvenskan 2015,Kalmar - Helsingborg,"Saturday, 04 Apr 2015, 14:00",0:0,Pinnacle,2.47,2.08,3.33,3.52,3.09,3.84
Netherlands,Eredivisie 2017/2018,Den Haag - Excelsior,"Sunday, 15 Oct 2017, 14:45",1:2,Asianodds,2.06,2.36,3.35,3.45,3.4,3.11
Netherlands,Eredivisie 2017/2018,Den Haag - Excelsior,"Sunday, 15 Oct 2017, 14:45",1:2,Marathonbet,2.14,2.38,3.65,3.55,3.52,3.08
Netherlands,Eredivisie 2017/2018,Den Haag - Excelsior,"Sunday, 15 Oct 2017, 14:45",1:2,Pinnacle,2.15,2.41,3.57,3.51,3.58,3.08
Japan,J1 League 2018,Hiroshima - FC Tokyo,"Saturday, 22 Sep 2018, 10:00",1:1,Asianodds,2.1,2.55,3.25,3.3,3.4,2.97
Japan,J1 League 2018,Hiroshima - FC Tokyo,"Saturday, 22 Sep 2018, 10:00",1:1,Marathonbet,2.3,2.55,3.6,3.34,3.2,3.0
Japan,J1 League 2018,Hiroshima - FC Tokyo,"Saturday, 22 Sep 2018, 10:00",1:1,Pinnacle,2.13,2.55,3.43,3.25,3.53,2.97
Argentina,Primera Division 2013/2014,Newells Old Boys - Estudiantes L.P.,"Saturday, 31 Aug 2013, 20:00",1:1,Marathonbet,1.99,1.85,3.2,3.35,4.75,5.4
Argentina,Primera Division 2013/2014,Newells Old Boys - Estudiantes L.P.,"Saturday, 31 Aug 2013, 20:00",1:1,Pinnacle,1.88,1.9,3.31,3.27,5.12,5.16
Germany,3. Liga 2015/2016,Chemnitzer - Werder Bremen II,"Saturday, 16 Apr 2016, 12:00",2:1,Marathonbet,1.8,1.85,3.76,3.62,4.5,4.65
Germany,3. Liga 2015/2016,Chemnitzer - Werder Bremen II,"Saturday, 16 Apr 2016, 12:00",2:1,Pinnacle,1.66,1.83,3.89,3.68,5.83,4.76
Portugal,Segunda Liga 2014/2015,Atletico CP - Aves,"Monday, 18 May 2015, 16:00",3:0,Marathonbet,1.9,2.08,3.65,3.62,4.33,3.62
Portugal,Segunda Liga 2014/2015,Atletico CP - Aves,"Monday, 18 May 2015, 16:00",3:0,Pinnacle,1.99,2.12,3.53,3.51,4.0,3.61
Germany,Bundesliga 2014/2015,FC Koln - Freiburg,"Sunday, 02 Nov 2014, 16:30",0:1,Marathonbet,2.4,1.98,3.5,3.65,3.2,4.25
Germany,Bundesliga 2014/2015,FC Koln - Freiburg,"Sunday, 02 Nov 2014, 16:30",0:1,Pinnacle,2.03,1.95,3.57,3.59,4.04,4.36
Belgium,Belgacom League 2013/2014,Eupen - Dessel,"Saturday, 07 Sep 2013, 19:00",5:0,Marathonbet,1.42,1.47,4.5,4.65,8.7,6.8
Belgium,Belgacom League 2013/2014,Eupen - Dessel,"Saturday, 07 Sep 2013, 19:00",5:0,Pinnacle,1.49,1.51,4.48,4.58,7.03,6.76
Spain,LaLiga 2016/2017,Valencia - Villarreal,"Sunday, 21 May 2017, 14:45",1:3,Marathonbet,3.6,3.13,3.8,3.68,2.1,2.25
Spain,LaLiga 2016/2017,Valencia - Villarreal,"Sunday, 21 May 2017, 14:45",1:3,Pinnacle,2.84,2.91,3.66,3.68,2.53,2.47
Italy,Serie B 2017/2018,Palermo - Perugia,"Tuesday, 19 Sep 2017, 18:30",1:0,Asianodds,2.33,2.16,3.15,3.31,3.1,3.9
Italy,Serie B 2017/2018,Palermo - Perugia,"Tuesday, 19 Sep 2017, 18:30",1:0,Marathonbet,2.2,2.13,3.2,3.36,3.86,3.86
Italy,Serie B 2017/2018,Palermo - Perugia,"Tuesday, 19 Sep 2017, 18:30",1:0,Pinnacle,2.37,2.13,3.17,3.33,3.48,3.93
Germany,Bundesliga 2018/2019,Dusseldorf - Dortmund,"Tuesday, 18 Dec 2018, 19:30",2:1,Asianodds,6.71,6.11,4.35,4.7,1.51,1.54
Germany,Bundesliga 2018/2019,Dusseldorf - Dortmund,"Tuesday, 18 Dec 2018, 19:30",2:1,Marathonbet,6.95,6.3,4.55,4.6,1.51,1.54
Germany,Bundesliga 2018/2019,Dusseldorf - Dortmund,"Tuesday, 18 Dec 2018, 19:30",2:1,Pinnacle,6.98,6.06,4.54,4.58,1.48,1.55
Portugal,Primeira Liga 2017/2018,Feirense - Braga,"Saturday, 07 Apr 2018, 17:15",2:2,Asianodds,4.8,5.9,3.5,4.3,1.71,1.6
Portugal,Primeira Liga 2017/2018,Feirense - Braga,"Saturday, 07 Apr 2018, 17:15",2:2,Marathonbet,4.25,5.9,3.44,4.4,2.0,1.59
Portugal,Primeira Liga 2017/2018,Feirense - Braga,"Saturday, 07 Apr 2018, 17:15",2:2,Pinnacle,5.74,5.6,3.88,4.3,1.68,1.6
Serbia,Super Liga 2013/2014,Cukaricki - Jagodina,"Saturday, 21 Sep 2013, 18:00",0:0,Marathonbet,1.97,2.5,3.3,3.0,3.55,2.78
Austria,tipp3-Bundesliga 2011/2012,Wacker Innsbruck - Rapid Vienna,"Sunday, 25 Mar 2012, 15:00",2:1,Pinnacle,3.1,3.18,3.25,3.11,2.5,2.56
Denmark,Superliga 2012/2013,Silkeborg - Aalborg,"Sunday, 30 Sep 2012, 13:00",2:1,Marathonbet,3.3,3.95,3.45,3.65,2.29,2.0
Denmark,Superliga 2012/2013,Silkeborg - Aalborg,"Sunday, 30 Sep 2012, 13:00",2:1,Pinnacle,3.15,3.85,3.6,3.69,2.29,2.04
England,League One 2011/2012,MK Dons - Huddersfield,"Saturday, 12 May 2012, 12:30",0:2,Pinnacle,2.22,2.24,3.4,3.29,3.55,3.7
Brazil,Serie A 2016,Atletico-MG - Botafogo RJ,"Friday, 01 Jul 2016, 00:00",5:3,Marathonbet,1.7,1.57,3.8,4.25,5.8,6.3
Brazil,Serie A 2016,Atletico-MG - Botafogo RJ,"Friday, 01 Jul 2016, 00:00",5:3,Pinnacle,1.58,1.61,4.2,4.12,6.42,6.28
Denmark,NordicBet Ligaen 2013/2014,Marienlyst - Hobro,"Wednesday, 27 Nov 2013, 18:30",0:1,Marathonbet,6.5,6.1,4.5,5.3,1.5,1.45
Denmark,NordicBet Ligaen 2013/2014,Marienlyst - Hobro,"Wednesday, 27 Nov 2013, 18:30",0:1,Pinnacle,6.66,6.57,4.67,4.62,1.5,1.51
Ireland,Premier Division 2017,Galway - Derry City,"Monday, 08 May 2017, 18:45",0:0,Marathonbet,3.44,3.7,3.4,3.6,2.3,2.1
Ireland,Premier Division 2017,Galway - Derry City,"Monday, 08 May 2017, 18:45",0:0,Pinnacle,3.34,3.24,3.45,3.45,2.3,2.34
Denmark,Superliga 2012/2013,Odense - Aalborg,"Sunday, 14 Apr 2013, 18:00",3:4,Marathonbet,2.45,2.72,3.4,3.3,3.1,2.82
Denmark,Superliga 2012/2013,Odense - Aalborg,"Sunday, 14 Apr 2013, 18:00",3:4,Pinnacle,2.48,2.68,3.42,3.48,2.99,2.74
France,Ligue 2 2017/2018,Sochaux - AC Ajaccio,"Friday, 22 Sep 2017, 18:00",1:6,Asianodds,2.08,2.27,3.15,3.2,3.55,3.83
France,Ligue 2 2017/2018,Sochaux - AC Ajaccio,"Friday, 22 Sep 2017, 18:00",1:6,Marathonbet,2.15,2.18,3.1,3.2,4.2,3.94
France,Ligue 2 2017/2018,Sochaux - AC Ajaccio,"Friday, 22 Sep 2017, 18:00",1:6,Pinnacle,2.25,2.23,3.16,3.18,3.78,3.83
Turkey,Super Lig 2012/2013,Kardemir Karabuk - Antalyaspor,"Friday, 21 Sep 2012, 18:00",1:0,Marathonbet,2.58,2.72,3.3,3.4,2.85,2.63
Turkey,Super Lig 2012/2013,Kardemir Karabuk - Antalyaspor,"Friday, 21 Sep 2012, 18:00",1:0,Pinnacle,2.52,2.89,3.39,3.3,2.96,2.67
USA,MLS 2019,Vancouver Whitecaps - Houston Dynamo,"Sunday, 15 Sep 2019, 02:00",2:1,Asianodds,2.17,2.6,3.86,3.92,3.18,2.65
USA,MLS 2019,Vancouver Whitecaps - Houston Dynamo,"Sunday, 15 Sep 2019, 02:00",2:1,Marathonbet,2.11,2.53,3.88,3.95,3.14,2.49
USA,MLS 2019,Vancouver Whitecaps - Houston Dynamo,"Sunday, 15 Sep 2019, 02:00",2:1,Pinnacle,2.15,2.58,3.84,3.92,3.23,2.55
Russia,Premier League 2018/2019,FK Anzi Makhackala - Lokomotiv Moscow,"Sunday, 10 Mar 2019, 18:00",0:2,Asianodds,6.59,9.2,3.78,4.66,1.59,1.42
Russia,Premier League 2018/2019,FK Anzi Makhackala - Lokomotiv Moscow,"Sunday, 10 Mar 2019, 18:00",0:2,Marathonbet,7.4,8.3,4.2,4.55,1.48,1.41
Russia,Premier League 2018/2019,FK Anzi Makhackala - Lokomotiv Moscow,"Sunday, 10 Mar 2019, 18:00",0:2,Pinnacle,6.59,8.09,3.78,4.66,1.59,1.42
Serbia,Super Liga 2019/2020,Cukaricki - FK Crvena zvezda,"Saturday, 15 Feb 2020, 13:30",0:2,Asianodds,8.2,7.4,5.05,5.01,1.39,1.42
Serbia,Super Liga 2019/2020,Cukaricki - FK Crvena zvezda,"Saturday, 15 Feb 2020, 13:30",0:2,Marathonbet,6.4,6.85,4.5,4.5,1.41,1.39
Serbia,Super Liga 2019/2020,Cukaricki - FK Crvena zvezda,"Saturday, 15 Feb 2020, 13:30",0:2,Pinnacle,5.24,6.82,4.36,4.98,1.56,1.39
Netherlands,Eerste Divisie 2019/2020,Almere City - Dordrecht,"Friday, 27 Sep 2019, 18:00",3:2,Asianodds,1.46,1.54,4.55,4.87,5.0,5.7
Netherlands,Eerste Divisie 2019/2020,Almere City - Dordrecht,"Friday, 27 Sep 2019, 18:00",3:2,Marathonbet,1.49,1.55,4.7,4.6,6.05,5.35
Netherlands,Eerste Divisie 2019/2020,Almere City - Dordrecht,"Friday, 27 Sep 2019, 18:00",3:2,Pinnacle,1.56,1.54,4.71,4.87,5.38,5.36
Norway,Eliteserien 2019,Odd - Ranheim,"Thursday, 16 May 2019, 16:00",1:0,Asianodds,1.48,1.4,4.5,4.65,6.5,9.43
Norway,Eliteserien 2019,Odd - Ranheim,"Thursday, 16 May 2019, 16:00",1:0,Marathonbet,1.46,1.42,4.6,4.65,6.8,7.7
Norway,Eliteserien 2019,Odd - Ranheim,"Thursday, 16 May 2019, 16:00",1:0,Pinnacle,1.44,1.4,4.55,4.51,7.69,9.43
Belgium,Jupiler League 2019/2020,Antwerp - Waregem,"Sunday, 26 Jan 2020, 19:00",2:1,Asianodds,1.63,1.43,4.1,5.05,4.5,7.4
Belgium,Jupiler League 2019/2020,Antwerp - Waregem,"Sunday, 26 Jan 2020, 19:00",2:1,Marathonbet,1.57,1.43,4.4,4.9,5.4,6.85
Belgium,Jupiler League 2019/2020,Antwerp - Waregem,"Sunday, 26 Jan 2020, 19:00",2:1,Pinnacle,1.62,1.42,4.22,5.05,5.37,7.15
USA,MLS 2018,Seattle Sounders - Columbus Crew,"Saturday, 05 May 2018, 20:00",0:0,Asianodds,1.89,1.9,3.45,3.86,3.8,4.52
USA,MLS 2018,Seattle Sounders - Columbus Crew,"Saturday, 05 May 2018, 20:00",0:0,Marathonbet,1.95,1.89,3.66,3.82,4.2,4.25
USA,MLS 2018,Seattle Sounders - Columbus Crew,"Saturday, 05 May 2018, 20:00",0:0,Pinnacle,1.9,1.87,3.78,3.82,4.26,4.3
France,Ligue 1 2012/2013,Marseille - Lille,"Sunday, 25 Nov 2012, 21:00",1:0,Marathonbet,2.15,2.27,3.3,3.3,3.9,3.5
France,Ligue 1 2012/2013,Marseille - Lille,"Sunday, 25 Nov 2012, 21:00",1:0,Pinnacle,2.34,2.21,3.25,3.23,3.44,3.9
Italy,Serie A 2012/2013,Torino - Parma,"Sunday, 28 Oct 2012, 15:00",1:3,Marathonbet,2.16,2.25,3.25,3.25,3.9,3.65
Italy,Serie A 2012/2013,Torino - Parma,"Sunday, 28 Oct 2012, 15:00",1:3,Pinnacle,2.22,2.27,3.28,3.35,3.75,3.55
France,Ligue 2 2011/2012,Guingamp - Nantes,"Tuesday, 17 Jan 2012, 20:30",2:0,Pinnacle,2.02,2.02,3.19,3.33,4.55,4.42
Denmark,NordicBet Ligaen 2014/2015,Roskilde - Lyngby,"Friday, 17 Apr 2015, 17:00",0:0,Marathonbet,2.89,2.71,3.25,3.28,2.65,2.8
Denmark,NordicBet Ligaen 2014/2015,Roskilde - Lyngby,"Friday, 17 Apr 2015, 17:00",0:0,Pinnacle,2.78,2.64,3.34,3.21,2.66,2.93
Argentina,Primera Division 2013/2014,Arsenal Sarandi - River Plate,"Monday, 16 Sep 2013, 01:15",1:1,Marathonbet,2.45,3.05,3.15,2.95,3.35,2.78
Argentina,Primera Division 2013/2014,Arsenal Sarandi - River Plate,"Monday, 16 Sep 2013, 01:15",1:1,Pinnacle,3.0,3.03,3.04,2.99,2.72,2.77
Brazil,Serie B 2019,Atletico GO - Vitoria,"Sunday, 26 May 2019, 19:00",1:1,Asianodds,1.85,1.73,3.24,3.65,4.59,5.47
Brazil,Serie B 2019,Atletico GO - Vitoria,"Sunday, 26 May 2019, 19:00",1:1,Marathonbet,1.65,1.68,3.66,3.54,5.75,5.7
Brazil,Serie B 2019,Atletico GO - Vitoria,"Sunday, 26 May 2019, 19:00",1:1,Pinnacle,1.83,1.69,3.31,3.64,4.58,5.43
Russia,FNL 2012/2013,Shinnik Yaroslavl - Yenisey,"Saturday, 25 May 2013, 13:00",0:0,Marathonbet,2.15,2.0,3.25,3.3,3.7,4.2
Russia,Premier League 2016/2017,Akhmat Grozny - Ufa,"Sunday, 05 Mar 2017, 16:00",0:1,Marathonbet,1.74,1.82,3.45,3.34,6.4,5.8
Russia,Premier League 2016/2017,Akhmat Grozny - Ufa,"Sunday, 05 Mar 2017, 16:00",0:1,Pinnacle,1.8,1.85,3.36,3.27,5.8,5.64
Italy,Serie A 2015/2016,Juventus - Sassuolo,"Friday, 11 Mar 2016, 19:45",1:0,Marathonbet,1.32,1.3,6.0,5.6,11.0,15.0
Italy,Serie A 2015/2016,Juventus - Sassuolo,"Friday, 11 Mar 2016, 19:45",1:0,Pinnacle,1.37,1.34,4.86,4.99,10.78,13.4
Denmark,Bet25 Liga 2015/2016,Skive - Fredericia,"Friday, 23 Oct 2015, 17:00",1:2,Marathonbet,2.45,2.89,3.25,3.25,3.18,2.65
Denmark,Bet25 Liga 2015/2016,Skive - Fredericia,"Friday, 23 Oct 2015, 17:00",1:2,Pinnacle,2.65,2.89,3.26,3.02,2.89,2.79
Turkey,Super Lig 2014/2015,Bursaspor - Kardemir Karabuk,"Saturday, 09 May 2015, 13:00",7:1,Marathonbet,1.63,1.7,4.3,4.3,5.6,4.9
Turkey,Super Lig 2014/2015,Bursaspor - Kardemir Karabuk,"Saturday, 09 May 2015, 13:00",7:1,Pinnacle,1.65,1.67,4.28,4.25,5.25,5.3
Austria,Tipico Bundesliga 2018/2019,Wacker Innsbruck - Admira,"Sunday, 23 Sep 2018, 12:30",1:3,Asianodds,1.96,1.89,3.4,3.92,3.65,4.1
Austria,Tipico Bundesliga 2018/2019,Wacker Innsbruck - Admira,"Sunday, 23 Sep 2018, 12:30",1:3,Marathonbet,2.1,1.91,3.64,4.0,3.64,3.98
Austria,Tipico Bundesliga 2018/2019,Wacker Innsbruck - Admira,"Sunday, 23 Sep 2018, 12:30",1:3,Pinnacle,1.95,1.89,3.86,3.92,3.73,3.96
Spain,Primera Division 2012/2013,Celta Vigo - Malaga,"Saturday, 18 Aug 2012, 18:00",0:1,Pinnacle,3.52,2.35,3.5,3.45,2.22,3.29
Italy,Serie B 2010/2011,Pescara - Empoli,"Tuesday, 22 Feb 2011, 17:30",1:0,Pinnacle,2.5,2.45,2.97,3.0,3.5,3.57
France,Ligue 1 2012/2013,Marseille - Bordeaux,"Friday, 05 Apr 2013, 19:30",1:0,Marathonbet,1.9,2.0,3.6,3.25,4.5,4.59
France,Ligue 1 2012/2013,Marseille - Bordeaux,"Friday, 05 Apr 2013, 19:30",1:0,Pinnacle,1.9,2.0,3.34,3.22,5.01,4.69
Czech Republic,Division 2 2018/2019,Prostejov - Sokolov,"Tuesday, 16 Apr 2019, 15:00",2:1,Asianodds,2.12,2.25,3.35,3.05,3.4,2.88
Czech Republic,Division 2 2018/2019,Prostejov - Sokolov,"Tuesday, 16 Apr 2019, 15:00",2:1,Marathonbet,2.14,2.21,3.38,3.24,3.26,3.25
Czech Republic,Division 2 2018/2019,Prostejov - Sokolov,"Tuesday, 16 Apr 2019, 15:00",2:1,Pinnacle,2.08,2.29,3.22,3.21,3.68,3.25
Netherlands,Eerste Divisie 2012/2013,FC Volendam - Helmond,"Friday, 12 Apr 2013, 19:00",3:0,Marathonbet,1.9,1.7,3.65,3.8,4.15,5.3
Netherlands,Eerste Divisie 2012/2013,FC Volendam - Helmond,"Friday, 12 Apr 2013, 19:00",3:0,Pinnacle,1.79,1.62,4.16,4.54,4.3,5.39
South Korea,K League 1 2018,Suwon Bluewings - Pohang,"Sunday, 18 Mar 2018, 07:00",1:1,Asianodds,1.86,2.11,3.3,3.51,4.2,3.88
South Korea,K League 1 2018,Suwon Bluewings - Pohang,"Sunday, 18 Mar 2018, 07:00",1:1,Marathonbet,2.1,2.06,3.6,3.52,3.68,3.9
South Korea,K League 1 2018,Suwon Bluewings - Pohang,"Sunday, 18 Mar 2018, 07:00",1:1,Pinnacle,1.92,2.05,3.56,3.51,4.4,3.88
Czech Republic,Synot liga 2015/2016,Brno - Bohemians 1905,"Friday, 08 Apr 2016, 18:15",2:1,Marathonbet,2.05,2.24,3.36,3.15,4.05,3.72
Czech Republic,Synot liga 2015/2016,Brno - Bohemians 1905,"Friday, 08 Apr 2016, 18:15",2:1,Pinnacle,2.08,2.18,3.38,3.27,4.02,3.83
Brazil,Serie A 2018,Fluminense - Parana,"Monday, 08 Oct 2018, 23:00",4:0,Asianodds,1.65,1.53,3.4,3.8,5.6,6.0
Brazil,Serie A 2018,Fluminense - Parana,"Monday, 08 Oct 2018, 23:00",4:0,Marathonbet,1.65,1.5,3.76,3.74,5.65,8.7
Brazil,Serie A 2018,Fluminense - Parana,"Monday, 08 Oct 2018, 23:00",4:0,Pinnacle,1.47,1.53,4.15,3.67,7.8,8.78
Spain,Primera Division 2014/2015,Granada CF - Levante,"Wednesday, 24 Sep 2014, 21:00",0:1,Marathonbet,2.05,1.77,3.4,3.55,4.3,5.9
Spain,Primera Division 2014/2015,Granada CF - Levante,"Wednesday, 24 Sep 2014, 21:00",0:1,Pinnacle,1.61,1.74,3.93,3.71,6.9,5.73
Ireland,Premier Division 2014,Derry City - UC Dublin,"Friday, 17 Oct 2014, 19:45",0:1,Marathonbet,1.36,1.33,5.5,6.2,9.1,8.7
Ireland,Premier Division 2014,Derry City - UC Dublin,"Friday, 17 Oct 2014, 19:45",0:1,Pinnacle,1.4,1.38,5.2,5.42,8.13,8.75
Finland,Veikkausliiga 2017,Lahti - HIFK,"Tuesday, 27 Jun 2017, 15:30",4:1,Marathonbet,1.99,2.03,3.48,3.35,4.25,4.25
