country,championate,title,date,result,book,home_open_odds,home_close_odds,draw_open_odds,draw_close_odds,away_open_odds,away_close_odds
Sweden,Superettan 2017,GAIS - Gefle,"Tuesday, 23 May 2017, 17:00",1:0,Pinnacle,2.13,1.77,3.51,3.97,3.68,4.8
Denmark,Superliga 2013/2014,Odense - Nordsjaelland,"Thursday, 17 Apr 2014, 14:00",0:1,Marathonbet,2.25,2.5,3.45,3.25,3.45,3.15
Denmark,Superliga 2013/2014,Odense - Nordsjaelland,"Thursday, 17 Apr 2014, 14:00",0:1,Pinnacle,2.27,2.48,3.55,3.47,3.24,2.97
Sweden,Allsvenskan 2014,Halmstad - Gefle,"Saturday, 26 Jul 2014, 17:00",3:2,Marathonbet,2.1,2.1,3.55,3.55,3.75,3.75
Sweden,Allsvenskan 2014,Halmstad - Gefle,"Saturday, 26 Jul 2014, 17:00",3:2,Pinnacle,2.15,1.95,3.48,3.58,3.6,4.28
Austria,Erste Liga 2015/2016,A. Lustenau - Liefering,"Friday, 28 Aug 2015, 16:30",1:2,Marathonbet,1.93,1.76,4.0,4.25,3.8,4.4
Austria,Erste Liga 2015/2016,A. Lustenau - Liefering,"Friday, 28 Aug 2015, 16:30",1:2,Pinnacle,2.02,1.73,3.88,4.36,3.6,4.6
Argentina,Primera Division 2015,Arsenal Sarandi - Argentinos Jrs,"Monday, 27 Jul 2015, 21:00",3:2,Marathonbet,2.4,2.4,3.05,2.98,3.42,3.52
Argentina,Primera Division 2015,Arsenal Sarandi - Argentinos Jrs,"Monday, 27 Jul 2015, 21:00",3:2,Pinnacle,2.32,2.46,3.08,2.9,3.65,3.65
Germany,2. Bundesliga 2017/2018,Heidenheim - Ingolstadt,"Saturday, 31 Mar 2018, 11:00",1:2,Asianodds,3.05,3.76,3.42,3.57,2.45,2.07
Germany,2. Bundesliga 2017/2018,Heidenheim - Ingolstadt,"Saturday, 31 Mar 2018, 11:00",1:2,Marathonbet,3.5,3.76,3.4,3.56,2.24,2.09
Germany,2. Bundesliga 2017/2018,Heidenheim - Ingolstadt,"Saturday, 31 Mar 2018, 11:00",1:2,Pinnacle,2.93,3.76,3.41,3.57,2.53,2.07
USA,MLS 2012,San Jose Earthquakes - Chivas USA,"Monday, 14 May 2012, 00:00",1:1,Pinnacle,1.76,1.67,3.78,3.89,5.22,6.16
Ukraine,Premier League 2012/2013,Arsenal Kiev - Mariupol,"Friday, 17 Aug 2012, 17:00",2:1,Pinnacle,1.93,1.83,3.56,3.54,4.26,4.82
Austria,tipp3-Bundesliga 2011/2012,Rapid Vienna - Mattersburg,"Saturday, 17 Mar 2012, 18:30",1:1,Pinnacle,1.53,1.56,4.2,4.19,7.26,6.87
Scotland,Premiership 2014/2015,Aberdeen - Inverness,"Wednesday, 08 Apr 2015, 18:45",1:0,Marathonbet,1.7,2.0,3.85,3.6,5.6,4.05
Scotland,Premiership 2014/2015,Aberdeen - Inverness,"Wednesday, 08 Apr 2015, 18:45",1:0,Pinnacle,1.83,1.99,3.65,3.55,4.74,4.12
England,Championship 2014/2015,Norwich - Blackburn,"Tuesday, 19 Aug 2014, 19:45",3:1,Marathonbet,2.25,2.0,3.4,3.4,3.55,4.4
England,Championship 2014/2015,Norwich - Blackburn,"Tuesday, 19 Aug 2014, 19:45",3:1,Pinnacle,2.15,1.99,3.45,3.56,3.71,4.23
Slovenia,Prva liga 2014/2015,Zavrc - Rudar,"Sunday, 28 Sep 2014, 15:00",1:0,Marathonbet,2.35,2.52,3.3,3.2,3.2,3.0
Slovenia,Prva liga 2014/2015,Zavrc - Rudar,"Sunday, 28 Sep 2014, 15:00",1:0,Pinnacle,2.6,2.58,3.21,3.26,2.9,2.89
Denmark,Bet25 Liga 2015/2016,Koge - Fredericia,"Sunday, 08 Nov 2015, 14:00",2:1,Marathonbet,2.66,2.63,3.35,3.16,2.81,3.0
Denmark,Bet25 Liga 2015/2016,Koge - Fredericia,"Sunday, 08 Nov 2015, 14:00",2:1,Pinnacle,2.66,2.5,3.2,3.16,2.93,3.19
Czech Republic,1. Liga 2016/2017,Pribram - Zlin,"Saturday, 27 May 2017, 15:00",0:2,Marathonbet,2.7,2.22,3.4,3.68,2.7,3.22
Czech Republic,1. Liga 2016/2017,Pribram - Zlin,"Saturday, 27 May 2017, 15:00",0:2,Pinnacle,2.53,2.3,3.65,3.7,2.81,3.13
Netherlands,Eerste Divisie 2017/2018,Den Bosch - Eindhoven FC,"Friday, 09 Feb 2018, 19:00",4:0,Asianodds,2.03,2.12,3.65,4.15,3.2,3.25
Netherlands,Eerste Divisie 2017/2018,Den Bosch - Eindhoven FC,"Friday, 09 Feb 2018, 19:00",4:0,Marathonbet,2.2,2.08,3.8,4.1,3.25,3.32
Netherlands,Eerste Divisie 2017/2018,Den Bosch - Eindhoven FC,"Friday, 09 Feb 2018, 19:00",4:0,Pinnacle,2.02,2.11,3.94,4.14,3.55,3.19
Czech Republic,Division 2 2019/2020,Prostejov - Trinec,"Saturday, 24 Aug 2019, 15:00",2:2,Asianodds,2.3,2.07,3.3,3.46,2.96,3.59
Czech Republic,Division 2 2019/2020,Prostejov - Trinec,"Saturday, 24 Aug 2019, 15:00",2:2,Marathonbet,2.44,2.02,3.28,3.45,2.81,3.5
Czech Republic,Division 2 2019/2020,Prostejov - Trinec,"Saturday, 24 Aug 2019, 15:00",2:2,Pinnacle,2.11,2.07,3.33,3.46,3.6,3.59
Turkey,Super Lig 2017/2018,Besiktas - Bursaspor,"Saturday, 26 Aug 2017, 16:45",2:1,Asianodds,1.36,1.44,8.59,7.8,5.71,5.06
Turkey,Super Lig 2017/2018,Besiktas - Bursaspor,"Saturday, 26 Aug 2017, 16:45",2:1,Marathonbet,1.36,1.43,5.3,4.9,10.0,8.2
Turkey,Super Lig 2017/2018,Besiktas - Bursaspor,"Saturday, 26 Aug 2017, 16:45",2:1,Pinnacle,1.38,1.44,5.45,5.06,8.6,7.55
Czech Republic,Division 2 2013/2014,Zlin - Bohemians Prague,"Thursday, 29 Aug 2013, 17:00",2:0,Marathonbet,1.5,1.42,4.5,4.8,5.9,6.9
Spain,Primera Division 2012/2013,Levante - Atl. Madrid,"Sunday, 19 Aug 2012, 22:00",1:1,Pinnacle,2.72,3.53,3.46,3.49,2.75,2.22
Russia,Premier League 2011/2012,Zenit - Lokomotiv Moscow,"Sunday, 08 May 2011, 17:45",1:1,Pinnacle,1.88,1.69,3.44,3.75,4.8,5.8
England,League One 2015/2016,Coventry - Walsall,"Tuesday, 12 Jan 2016, 19:45",1:1,Marathonbet,2.32,2.2,3.5,3.4,3.25,3.6
England,League One 2015/2016,Coventry - Walsall,"Tuesday, 12 Jan 2016, 19:45",1:1,Pinnacle,2.28,2.25,3.57,3.49,3.26,3.41
Italy,Serie B 2015/2016,Brescia - Cesena,"Sunday, 17 Jan 2016, 16:30",2:1,Marathonbet,2.45,2.4,3.1,3.15,3.4,3.44
Italy,Serie B 2015/2016,Brescia - Cesena,"Sunday, 17 Jan 2016, 16:30",2:1,Pinnacle,2.34,2.5,3.21,3.0,3.49,3.42
Ireland,Premier Division 2016,Cork City - Galway,"Tuesday, 27 Sep 2016, 18:45",5:3,Marathonbet,1.44,1.25,5.0,6.6,7.9,14.5
England,Championship 2015/2016,Bolton - Reading,"Saturday, 02 Apr 2016, 14:00",0:1,Marathonbet,3.35,4.0,3.4,3.6,2.34,2.03
England,Championship 2015/2016,Bolton - Reading,"Saturday, 02 Apr 2016, 14:00",0:1,Pinnacle,3.17,4.12,3.46,3.67,2.37,1.98
Ireland,Premier Division 2016,Cork City - Galway,"Tuesday, 27 Sep 2016, 18:45",5:3,Pinnacle,1.33,1.27,5.42,6.3,11.14,12.3
Argentina,Superliga,Newells Old Boys - Defensa y Justicia,"Sunday, 10 Nov 2019, 18:30",2:0,Asianodds,2.06,2.35,3.09,3.0,4.41,3.7
Argentina,Superliga,Newells Old Boys - Defensa y Justicia,"Sunday, 10 Nov 2019, 18:30",2:0,Marathonbet,2.04,2.25,3.1,3.1,4.25,3.54
Argentina,Superliga,Newells Old Boys - Defensa y Justicia,"Sunday, 10 Nov 2019, 18:30",2:0,Pinnacle,2.06,2.35,3.09,3.0,4.41,3.63
Spain,Primera Division 2011/2012,Malaga - Rayo Vallecano,"Thursday, 22 Mar 2012, 22:00",4:2,Pinnacle,1.72,1.75,4.11,4.05,5.09,4.97
Serbia,Super Liga 2013/2014,FK Crvena zvezda - Cukaricki,"Saturday, 12 Apr 2014, 18:00",4:1,Marathonbet,1.27,1.33,5.3,5.0,12.0,9.2
Argentina,Primera Division 2011/2012,Velez Sarsfield - Union de Santa Fe,"Monday, 12 Sep 2011, 00:15",0:1,Pinnacle,1.59,1.48,3.96,4.34,6.75,8.49
England,League One 2013/2014,Rotherham - Preston,"Thursday, 15 May 2014, 19:45",3:1,Marathonbet,2.3,2.35,3.35,3.3,3.35,3.35
England,League One 2013/2014,Rotherham - Preston,"Thursday, 15 May 2014, 19:45",3:1,Pinnacle,2.22,2.39,3.45,3.31,3.45,3.25
England,Premier League 2014/2015,Arsenal - Chelsea,"Sunday, 26 Apr 2015, 15:00",0:0,Marathonbet,2.94,2.55,3.4,3.36,2.63,3.08
England,Premier League 2014/2015,Arsenal - Chelsea,"Sunday, 26 Apr 2015, 15:00",0:0,Pinnacle,2.61,2.45,3.35,3.27,2.95,3.26
Ireland,Premier Division 2013,UC Dublin - Cork City,"Friday, 28 Jun 2013, 19:45",3:0,Marathonbet,3.15,4.0,3.3,3.6,2.38,1.94
Ireland,Premier Division 2013,UC Dublin - Cork City,"Friday, 28 Jun 2013, 19:45",3:0,Pinnacle,3.85,4.25,3.73,3.76,1.99,1.91
Denmark,NordicBet Ligaen 2014/2015,Aarhus - Fredericia,"Thursday, 28 Aug 2014, 18:00",2:1,Marathonbet,1.7,1.62,3.85,3.8,5.2,6.3
Denmark,NordicBet Ligaen 2014/2015,Aarhus - Fredericia,"Thursday, 28 Aug 2014, 18:00",2:1,Pinnacle,1.61,1.61,4.14,4.22,5.82,5.88
Netherlands,Eerste Divisie 2019/2020,Dordrecht - Graafschap,"Friday, 21 Feb 2020, 19:00",1:2,Asianodds,5.19,5.22,4.65,4.47,1.58,1.6
Netherlands,Eerste Divisie 2019/2020,Dordrecht - Graafschap,"Friday, 21 Feb 2020, 19:00",1:2,Marathonbet,5.1,4.9,4.7,4.6,1.56,1.59
Netherlands,Eerste Divisie 2019/2020,Dordrecht - Graafschap,"Friday, 21 Feb 2020, 19:00",1:2,Pinnacle,5.21,5.22,4.73,4.5,1.56,1.59
Portugal,LigaPro 2018/2019,Penafiel - Varzim,"Sunday, 14 Apr 2019, 17:00",2:0,Asianodds,1.75,1.94,3.3,3.41,4.05,4.6
Portugal,LigaPro 2018/2019,Penafiel - Varzim,"Sunday, 14 Apr 2019, 17:00",2:0,Marathonbet,1.82,1.89,3.44,3.38,4.7,4.4
Portugal,LigaPro 2018/2019,Penafiel - Varzim,"Sunday, 14 Apr 2019, 17:00",2:0,Pinnacle,1.79,1.88,3.4,3.41,4.76,4.6
USA,MLS 2019,Montreal Impact - Orlando City,"Saturday, 01 Jun 2019, 21:00",0:3,Asianodds,1.71,1.98,3.81,3.51,5.05,4.2
USA,MLS 2019,Montreal Impact - Orlando City,"Saturday, 01 Jun 2019, 21:00",0:3,Marathonbet,1.72,1.98,3.95,3.6,4.65,3.74
USA,MLS 2019,Montreal Impact - Orlando City,"Saturday, 01 Jun 2019, 21:00",0:3,Pinnacle,1.69,1.98,3.86,3.51,5.19,4.13
Spain,Segunda Division 2011/2012,Almeria - Alcorcon,"Saturday, 19 May 2012, 17:00",2:0,Pinnacle,2.27,2.2,3.37,3.42,3.45,3.64
Spain,Segunda Division 2010/2011,Albacete - Alcorcon,"Sunday, 29 Aug 2010, 18:00",1:1,Pinnacle,2.43,2.34,3.14,3.22,3.33,3.54
Switzerland,Super League 2016/2017,Lugano - Grasshoppers,"Saturday, 11 Feb 2017, 19:00",3:0,Marathonbet,2.52,2.39,3.46,3.45,2.94,3.14
Switzerland,Super League 2016/2017,Lugano - Grasshoppers,"Saturday, 11 Feb 2017, 19:00",3:0,Pinnacle,2.38,2.39,3.68,3.48,2.99,3.14
Austria,Erste Liga 2014/2015,Hartberg - Horn,"Friday, 03 Oct 2014, 19:30",3:1,Marathonbet,3.0,2.7,3.5,3.6,2.42,2.62
Austria,Erste Liga 2014/2015,Hartberg - Horn,"Friday, 03 Oct 2014, 19:30",3:1,Pinnacle,3.01,2.65,3.58,3.47,2.39,2.79
France,Ligue 2 2015/2016,Metz - Laval,"Tuesday, 02 Feb 2016, 20:00",1:0,Marathonbet,1.87,1.8,3.3,3.6,5.3,5.2
France,Ligue 2 2015/2016,Metz - Laval,"Tuesday, 02 Feb 2016, 20:00",1:0,Pinnacle,1.83,1.88,3.35,3.46,5.61,4.9
England,League One 2014/2015,Swindon - Crawley,"Saturday, 21 Feb 2015, 15:00",1:2,Marathonbet,1.45,1.32,4.45,5.4,9.0,12.0
England,League One 2014/2015,Swindon - Crawley,"Saturday, 21 Feb 2015, 15:00",1:2,Pinnacle,1.38,1.31,4.99,5.88,9.43,10.81
Scotland,Premiership 2015/2016,St Johnstone - Partick Thistle,"Saturday, 17 Oct 2015, 14:00",1:2,Marathonbet,1.93,2.05,3.58,3.55,4.4,3.9
Scotland,Premiership 2015/2016,St Johnstone - Partick Thistle,"Saturday, 17 Oct 2015, 14:00",1:2,Pinnacle,2.11,2.11,3.47,3.51,3.79,3.75
Slovakia,Fortuna liga 2017/2018,Slovan Bratislava - Trnava,"Sunday, 19 Nov 2017, 13:00",1:0,Asianodds,1.75,1.88,3.4,3.66,3.9,3.81
Slovakia,Fortuna liga 2017/2018,Slovan Bratislava - Trnava,"Sunday, 19 Nov 2017, 13:00",1:0,Marathonbet,1.85,1.86,3.65,3.72,4.4,4.25
Slovakia,Fortuna liga 2017/2018,Slovan Bratislava - Trnava,"Sunday, 19 Nov 2017, 13:00",1:0,Pinnacle,1.88,1.92,3.68,3.79,4.24,3.91
Norway,Eliteserien 2018,Sandefjord - Bodo/Glimt,"Sunday, 16 Sep 2018, 16:00",1:1,Asianodds,2.95,3.44,3.25,3.54,2.3,2.19
Norway,Eliteserien 2018,Sandefjord - Bodo/Glimt,"Sunday, 16 Sep 2018, 16:00",1:1,Marathonbet,2.98,3.54,3.55,3.55,2.45,2.17
Norway,Eliteserien 2018,Sandefjord - Bodo/Glimt,"Sunday, 16 Sep 2018, 16:00",1:1,Pinnacle,3.09,3.44,3.48,3.54,2.33,2.18
England,Premier League 2019/2020,Liverpool - West Ham,"Monday, 24 Feb 2020, 20:00",3:2,Asianodds,1.16,1.16,7.1,9.08,12.5,19.0
England,Premier League 2019/2020,Liverpool - West Ham,"Monday, 24 Feb 2020, 20:00",3:2,Marathonbet,1.19,1.16,8.0,9.1,16.75,19.25
England,Premier League 2019/2020,Liverpool - West Ham,"Monday, 24 Feb 2020, 20:00",3:2,Pinnacle,1.19,1.15,7.58,9.09,16.52,19.01
Germany,Bundesliga 2011/2012,Bayern Munich - Nurnberg,"Saturday, 29 Oct 2011, 14:30",4:0,Pinnacle,1.18,1.14,7.8,8.77,19.55,22.3
Russia,Premier League 2011/2012,Amkar - Spartak Nalchik,"Wednesday, 22 Jun 2011, 14:45",1:0,Pinnacle,1.93,2.2,3.43,3.26,4.57,3.76
Denmark,1st Division 2012/2013,Hobro - Bronshoj,"Wednesday, 24 Apr 2013, 18:00",2:0,Marathonbet,2.6,1.95,3.35,3.55,2.78,4.05
Denmark,1st Division 2012/2013,Hobro - Bronshoj,"Wednesday, 24 Apr 2013, 18:00",2:0,Pinnacle,2.21,2.04,3.26,3.53,3.63,3.85
Netherlands,Eredivisie 2011/2012,Roda - AZ Alkmaar,"Saturday, 28 Jan 2012, 20:45",2:0,Pinnacle,4.37,4.51,4.04,3.87,1.81,1.84
Romania,Liga 1 2013/2014,FC Botosani - Poli Timisoara,"Saturday, 08 Mar 2014, 13:00",1:0,Marathonbet,2.15,2.15,3.2,3.2,3.55,3.55
Romania,Liga 1 2013/2014,FC Botosani - Poli Timisoara,"Saturday, 08 Mar 2014, 13:00",1:0,Pinnacle,2.18,2.17,3.27,3.14,3.78,4.01
Brazil,Serie A 2018,Parana - Internacional,"Sunday, 02 Dec 2018, 19:00",1:1,Asianodds,5.6,5.2,3.7,3.45,1.68,1.82
Brazil,Serie A 2018,Parana - Internacional,"Sunday, 02 Dec 2018, 19:00",1:1,Marathonbet,4.75,5.05,3.74,3.38,1.75,1.8
Brazil,Serie A 2018,Parana - Internacional,"Sunday, 02 Dec 2018, 19:00",1:1,Pinnacle,5.41,5.14,3.7,3.4,1.68,1.81
Belgium,Jupiler League 2019/2020,KV Mechelen - St. Liege,"Friday, 17 Jan 2020, 19:30",2:3,Asianodds,2.73,3.3,3.65,3.55,2.28,2.26
Belgium,Jupiler League 2019/2020,KV Mechelen - St. Liege,"Friday, 17 Jan 2020, 19:30",2:3,Marathonbet,2.9,3.28,3.62,3.28,2.33,2.28
Belgium,Jupiler League 2019/2020,KV Mechelen - St. Liege,"Friday, 17 Jan 2020, 19:30",2:3,Pinnacle,2.97,3.25,3.6,3.53,2.35,2.23
South Korea,K League 1 2018,Seoul - Incheon,"Saturday, 24 Nov 2018, 05:00",0:1,Asianodds,2.35,2.05,3.45,3.7,2.61,3.85
South Korea,K League 1 2018,Seoul - Incheon,"Saturday, 24 Nov 2018, 05:00",0:1,Marathonbet,2.4,2.0,3.5,3.56,2.88,3.72
South Korea,K League 1 2018,Seoul - Incheon,"Saturday, 24 Nov 2018, 05:00",0:1,Pinnacle,2.47,2.05,3.51,3.56,2.93,3.7
Croatia,1. HNL 2018/2019,Lok. Zagreb - Rudes,"Saturday, 11 Aug 2018, 19:00",1:0,Asianodds,1.72,1.53,3.5,4.26,3.95,6.81
Croatia,1. HNL 2018/2019,Lok. Zagreb - Rudes,"Saturday, 11 Aug 2018, 19:00",1:0,Marathonbet,1.79,1.54,3.84,4.2,4.5,6.5
Croatia,1. HNL 2018/2019,Lok. Zagreb - Rudes,"Saturday, 11 Aug 2018, 19:00",1:0,Pinnacle,1.74,1.53,3.67,4.26,5.13,6.81
Austria,Erste Liga 2013/2014,Parndorf - Liefering,"Friday, 04 Oct 2013, 19:30",0:0,Marathonbet,4.45,5.1,3.5,4.0,1.88,1.68
Austria,Erste Liga 2013/2014,Parndorf - Liefering,"Friday, 04 Oct 2013, 19:30",0:0,Pinnacle,4.54,5.3,4.06,4.36,1.78,1.65
Ireland,Premier Division 2012,Sligo Rovers - Shamrock Rovers,"Saturday, 12 May 2012, 13:45",3:0,Pinnacle,2.4,2.38,3.37,3.36,3.16,3.2
Norway,Tippeligaen 2015,Sarpsborg 08 - Sandefjord,"Sunday, 08 Nov 2015, 17:00",2:1,Marathonbet,1.8,1.57,3.6,4.3,4.8,5.8
Norway,Tippeligaen 2015,Sarpsborg 08 - Sandefjord,"Sunday, 08 Nov 2015, 17:00",2:1,Pinnacle,1.54,1.58,4.66,4.52,6.19,5.85
England,Championship 2011/2012,Reading - Millwall,"Saturday, 06 Aug 2011, 15:00",2:2,Pinnacle,1.93,1.88,3.57,3.75,4.34,4.54
Brazil,Serie B 2019,Coritiba - Vila Nova FC,"Tuesday, 23 Jul 2019, 22:15",2:0,Asianodds,1.8,2.23,3.15,2.99,4.05,3.15
Brazil,Serie B 2019,Coritiba - Vila Nova FC,"Tuesday, 23 Jul 2019, 22:15",2:0,Marathonbet,1.83,2.13,3.48,3.14,4.55,3.78
Brazil,Serie B 2019,Coritiba - Vila Nova FC,"Tuesday, 23 Jul 2019, 22:15",2:0,Pinnacle,1.83,2.21,3.28,3.0,5.23,3.92
Poland,Ekstraklasa 2016/2017,Termalica B-B. - Lechia Gdansk,"Friday, 17 Feb 2017, 19:30",1:1,Marathonbet,3.18,3.42,3.4,3.35,2.4,2.3
Poland,Ekstraklasa 2016/2017,Termalica B-B. - Lechia Gdansk,"Friday, 17 Feb 2017, 19:30",1:1,Pinnacle,4.05,3.38,3.27,3.4,2.05,2.3
Spain,Segunda Division 2014/2015,Gijon - Tenerife,"Sunday, 24 May 2015, 16:00",2:0,Marathonbet,1.6,1.44,4.0,4.5,6.0,8.0
Spain,Segunda Division 2014/2015,Gijon - Tenerife,"Sunday, 24 May 2015, 16:00",2:0,Pinnacle,1.61,1.57,4.0,4.08,6.35,6.92
Finland,Veikkausliiga 2015,Inter Turku - Jaro,"Thursday, 15 Oct 2015, 15:30",1:0,Marathonbet,1.75,1.8,3.55,3.85,5.8,4.75
Finland,Veikkausliiga 2015,Inter Turku - Jaro,"Thursday, 15 Oct 2015, 15:30",1:0,Pinnacle,2.01,1.75,3.69,4.36,3.9,4.47
South Korea,K-League Classic 2017,Gwangju FC - Jeonbuk,"Sunday, 30 Apr 2017, 06:00",1:0,Marathonbet,4.5,5.2,3.3,3.55,2.0,1.81
South Korea,K-League Classic 2017,Gwangju FC - Jeonbuk,"Sunday, 30 Apr 2017, 06:00",1:0,Pinnacle,4.71,5.03,3.54,3.48,1.88,1.85
Italy,Serie B 2015/2016,Cesena - Pescara,"Friday, 27 Nov 2015, 20:00",1:0,Marathonbet,2.32,2.3,3.05,3.1,3.75,3.72
Italy,Serie B 2015/2016,Cesena - Pescara,"Friday, 27 Nov 2015, 20:00",1:0,Pinnacle,2.31,2.28,3.06,3.2,3.77,3.64
Germany,2. Bundesliga 2012/2013,Aalen - Sandhausen,"Sunday, 17 Mar 2013, 13:30",2:2,Marathonbet,1.83,1.95,3.6,3.55,4.95,4.3
Germany,2. Bundesliga 2012/2013,Aalen - Sandhausen,"Sunday, 17 Mar 2013, 13:30",2:2,Pinnacle,1.85,1.95,3.59,3.45,4.76,4.48
Sweden,Superettan 2015,Jonkopings - Frej,"Tuesday, 22 Sep 2015, 17:30",2:0,Marathonbet,1.33,1.36,5.5,5.6,11.0,8.9
Sweden,Superettan 2015,Jonkopings - Frej,"Tuesday, 22 Sep 2015, 17:30",2:0,Pinnacle,1.29,1.34,5.97,5.44,12.15,10.57
Sweden,Allsvenskan 2013,Elfsborg - Helsingborg,"Sunday, 29 Sep 2013, 16:30",1:1,Marathonbet,2.05,1.88,3.6,3.75,3.85,4.4
Sweden,Allsvenskan 2013,Elfsborg - Helsingborg,"Sunday, 29 Sep 2013, 16:30",1:1,Pinnacle,2.2,1.87,3.63,3.78,3.33,4.37
France,Ligue 2 2013/2014,Nimes - Clermont,"Friday, 27 Sep 2013, 19:00",1:1,Marathonbet,2.3,2.05,3.15,3.2,3.6,4.33
France,Ligue 2 2013/2014,Nimes - Clermont,"Friday, 27 Sep 2013, 19:00",1:1,Pinnacle,2.27,2.14,3.17,3.11,3.65,4.21
Russia,FNL 2017/2018,Spartak Moscow 2 - Zenit 2,"Thursday, 10 Aug 2017, 12:00",3:1,Marathonbet,1.7,1.6,3.78,3.92,5.0,5.8
Russia,FNL 2017/2018,Spartak Moscow 2 - Zenit 2,"Thursday, 10 Aug 2017, 12:00",3:1,Pinnacle,1.61,1.59,3.96,4.07,6.13,6.23
Japan,J-League 2014,FC Tokyo - Tokushima,"Tuesday, 23 Sep 2014, 07:00",4:0,Marathonbet,1.32,1.29,5.8,6.1,10.5,12.0
Japan,J-League 2014,FC Tokyo - Tokushima,"Tuesday, 23 Sep 2014, 07:00",4:0,Pinnacle,1.29,1.28,5.9,6.09,11.8,12.2
Slovakia,Fortuna liga 2019/2020,Slovan Bratislava - Dun. Streda,"Saturday, 07 Dec 2019, 14:30",2:0,Asianodds,1.79,1.64,3.64,4.0,4.76,5.53
Slovakia,Fortuna liga 2019/2020,Slovan Bratislava - Dun. Streda,"Saturday, 07 Dec 2019, 14:30",2:0,Marathonbet,1.74,1.64,3.7,4.1,4.7,4.9
Slovakia,Fortuna liga 2019/2020,Slovan Bratislava - Dun. Streda,"Saturday, 07 Dec 2019, 14:30",2:0,Pinnacle,1.74,1.63,3.73,3.96,4.98,5.55
England,League One 2017/2018,MK Dons - Shrewsbury,"Saturday, 09 Dec 2017, 15:00",1:1,Asianodds,2.34,2.91,3.25,3.35,2.75,2.63
England,League One 2017/2018,MK Dons - Shrewsbury,"Saturday, 09 Dec 2017, 15:00",1:1,Marathonbet,2.6,2.91,3.4,3.32,2.88,2.63
England,League One 2017/2018,MK Dons - Shrewsbury,"Saturday, 09 Dec 2017, 15:00",1:1,Pinnacle,2.75,2.91,3.28,3.32,2.81,2.63
Germany,3. Liga 2018/2019,Fortuna Koln - Lotte,"Saturday, 22 Sep 2018, 12:00",1:1,Asianodds,2.18,1.88,3.29,3.81,3.46,4.2
Germany,3. Liga 2018/2019,Fortuna Koln - Lotte,"Saturday, 22 Sep 2018, 12:00",1:1,Marathonbet,2.16,1.91,3.45,3.76,3.6,4.15
Germany,3. Liga 2018/2019,Fortuna Koln - Lotte,"Saturday, 22 Sep 2018, 12:00",1:1,Pinnacle,2.18,1.88,3.29,3.81,3.46,4.03
Czech Republic,Division 2 2014/2015,Mas Taborsko - Karvina,"Saturday, 23 Aug 2014, 16:00",1:1,Marathonbet,2.24,2.05,3.25,3.3,3.25,3.65
Switzerland,Super League 2010/2011,Grasshoppers - St. Gallen,"Wednesday, 20 Apr 2011, 18:45",1:3,Pinnacle,1.71,1.81,3.86,3.79,5.37,4.75
Spain,Segunda Division 2015/2016,Cordoba - Alcorcon,"Sunday, 06 Sep 2015, 15:00",1:3,Marathonbet,2.2,2.25,3.2,3.2,3.84,3.7
Spain,Segunda Division 2015/2016,Cordoba - Alcorcon,"Sunday, 06 Sep 2015, 15:00",1:3,Pinnacle,2.17,2.35,3.26,3.15,3.81,3.54
Scotland,League One 2015/2016,Queen's Park - Cowdenbeath,"Wednesday, 04 May 2016, 18:45",2:0,Marathonbet,2.63,2.25,3.6,3.55,2.69,3.28
Scotland,League One 2015/2016,Queen's Park - Cowdenbeath,"Wednesday, 04 May 2016, 18:45",2:0,Pinnacle,2.47,2.27,3.54,3.58,2.92,3.22
Austria,Erste Liga 2014/2015,Wacker Innsbruck - LASK,"Friday, 29 Aug 2014, 19:30",1:0,Marathonbet,2.96,2.7,3.4,3.3,2.5,2.8
Austria,Erste Liga 2014/2015,Wacker Innsbruck - LASK,"Friday, 29 Aug 2014, 19:30",1:0,Pinnacle,3.0,2.93,3.54,3.46,2.39,2.53
Spain,Segunda Division 2013/2014,Recreativo Huelva - Lugo,"Saturday, 19 Oct 2013, 17:15",3:3,Marathonbet,1.86,1.92,3.5,3.4,4.8,4.6
Spain,Segunda Division 2013/2014,Recreativo Huelva - Lugo,"Saturday, 19 Oct 2013, 17:15",3:3,Pinnacle,1.82,2.06,3.53,3.08,5.07,3.67
Denmark,Bet25 Liga 2015/2016,Naestved - Vendsyssel,"Sunday, 08 May 2016, 11:45",0:1,Marathonbet,3.45,4.2,3.45,3.48,2.22,1.98
Denmark,Bet25 Liga 2015/2016,Naestved - Vendsyssel,"Sunday, 08 May 2016, 11:45",0:1,Pinnacle,3.96,4.27,3.43,3.72,2.06,1.9
Scotland,League One 2014/2015,Dunfermline - Forfar Athletic,"Saturday, 25 Apr 2015, 14:00",1:3,Marathonbet,3.2,2.91,3.65,3.7,2.25,2.4
Scotland,League One 2014/2015,Dunfermline - Forfar Athletic,"Saturday, 25 Apr 2015, 14:00",1:3,Pinnacle,3.63,3.13,3.67,3.64,2.05,2.3
Scotland,Premiership 2019/2020,Celtic - Hibernian,"Sunday, 15 Dec 2019, 15:00",2:0,Asianodds,1.22,1.17,7.11,8.2,13.88,17.0
Scotland,Premiership 2019/2020,Celtic - Hibernian,"Sunday, 15 Dec 2019, 15:00",2:0,Marathonbet,1.21,1.19,6.95,7.3,12.5,13.75
