country,championate,title,date,result,book,home_open_odds,home_close_odds,draw_open_odds,draw_close_odds,away_open_odds,away_close_odds
Denmark,1st Division 2010/2011,Hobro - Skive,"Wednesday, 06 Apr 2011, 17:00",5:4,Pinnacle,2.58,2.77,3.58,3.49,2.75,2.62
Germany,2. Bundesliga 2012/2013,Regensburg - Sandhausen,"Friday, 01 Mar 2013, 18:00",1:3,Marathonbet,2.25,2.08,3.3,3.6,3.6,3.75
Germany,2. Bundesliga 2012/2013,Regensburg - Sandhausen,"Friday, 01 Mar 2013, 18:00",1:3,Pinnacle,2.13,2.14,3.48,3.55,3.66,3.62
Croatia,1. HNL 2014/2015,Hajduk Split - D. Zagreb,"Sunday, 31 Aug 2014, 18:00",2:3,Marathonbet,3.7,3.7,3.5,3.5,1.97,1.97
Croatia,1. HNL 2014/2015,Hajduk Split - D. Zagreb,"Sunday, 31 Aug 2014, 18:00",2:3,Pinnacle,4.13,3.7,3.58,3.46,1.93,2.06
Brazil,Serie B 2017,Internacional - America MG,"Wednesday, 27 Sep 2017, 22:30",2:1,Asianodds,1.64,1.56,3.4,3.78,5.1,8.04
Brazil,Serie B 2017,Internacional - America MG,"Wednesday, 27 Sep 2017, 22:30",2:1,Marathonbet,1.75,1.56,3.65,3.7,5.4,8.4
Brazil,Serie B 2017,Internacional - America MG,"Wednesday, 27 Sep 2017, 22:30",2:1,Pinnacle,1.59,1.56,3.77,3.78,7.44,8.04
Russia,Premier League 2012/2013,Kuban - Krasnodar,"Friday, 10 Aug 2012, 17:00",2:1,Pinnacle,2.58,2.6,3.18,3.11,3.09,3.19
Czech Republic,Gambrinus liga 2013/2014,Pribram - Sparta Prague,"Saturday, 15 Mar 2014, 20:15",0:1,Marathonbet,8.7,7.4,4.5,4.2,1.45,1.53
Czech Republic,Gambrinus liga 2013/2014,Pribram - Sparta Prague,"Saturday, 15 Mar 2014, 20:15",0:1,Pinnacle,8.42,6.89,4.65,3.97,1.44,1.59
Iceland,Pepsideild 2014,KR Reykjavik - Breidablik,"Sunday, 27 Jul 2014, 21:00",1:1,Marathonbet,1.72,1.71,3.9,3.95,4.4,4.4
Iceland,Pepsideild 2014,KR Reykjavik - Breidablik,"Sunday, 27 Jul 2014, 21:00",1:1,Pinnacle,1.63,1.68,4.12,4.21,5.72,5.18
USA,MLS 2019,DC United - Atlanta Utd,"Sunday, 03 Mar 2019, 23:00",2:0,Asianodds,3.11,2.48,3.63,3.57,2.27,2.9
USA,MLS 2019,DC United - Atlanta Utd,"Sunday, 03 Mar 2019, 23:00",2:0,Marathonbet,3.1,2.44,3.55,3.5,2.25,2.83
USA,MLS 2019,DC United - Atlanta Utd,"Sunday, 03 Mar 2019, 23:00",2:0,Pinnacle,3.11,2.48,3.63,3.57,2.27,2.88
Poland,Ekstraklasa 2019/2020,Pogon Szczecin - Lechia Gdansk,"Sunday, 21 Jun 2020, 10:30",0:1,Asianodds,2.36,2.36,3.44,3.45,3.21,3.16
Poland,Ekstraklasa 2019/2020,Pogon Szczecin - Lechia Gdansk,"Sunday, 21 Jun 2020, 10:30",0:1,Marathonbet,2.51,2.33,3.5,3.32,2.74,3.13
Poland,Ekstraklasa 2019/2020,Pogon Szczecin - Lechia Gdansk,"Sunday, 21 Jun 2020, 10:30",0:1,Pinnacle,2.36,2.36,3.28,3.44,3.21,3.15
Germany,Bundesliga 2018/2019,Hoffenheim - Freiburg,"Saturday, 01 Sep 2018, 13:30",3:1,Asianodds,1.62,1.52,3.7,4.59,4.7,6.6
Germany,Bundesliga 2018/2019,Hoffenheim - Freiburg,"Saturday, 01 Sep 2018, 13:30",3:1,Marathonbet,1.65,1.55,4.25,4.6,5.75,6.6
Germany,Bundesliga 2018/2019,Hoffenheim - Freiburg,"Saturday, 01 Sep 2018, 13:30",3:1,Pinnacle,1.6,1.52,4.18,4.59,5.98,6.6
Russia,FNL 2013/2014,Baltika - FK Novosibirsk,"Friday, 25 Apr 2014, 17:00",0:0,Marathonbet,2.1,2.15,3.05,3.15,4.2,3.85
Belgium,Proximus League 2014/2015,Mons - Aalst,"Saturday, 04 Apr 2015, 18:00",1:1,Marathonbet,1.53,1.82,4.25,3.98,7.0,4.33
Belgium,Proximus League 2014/2015,Mons - Aalst,"Saturday, 04 Apr 2015, 18:00",1:1,Pinnacle,1.95,1.85,3.76,3.82,3.97,4.4
Belgium,Jupiler League 2013/2014,Leuven - Mons,"Saturday, 29 Mar 2014, 20:00",2:0,Pinnacle,2.24,2.66,3.56,3.31,3.31,2.87
Switzerland,Super League 2012/2013,Grasshoppers - Young Boys,"Sunday, 21 Oct 2012, 15:00",3:2,Marathonbet,2.38,2.75,3.4,3.35,3.2,2.75
Switzerland,Super League 2012/2013,Grasshoppers - Young Boys,"Sunday, 21 Oct 2012, 15:00",3:2,Pinnacle,2.33,2.96,3.48,3.23,3.19,2.65
Russia,FNL 2015/2016,Orenburg - Tosno,"Monday, 17 Aug 2015, 14:00",3:1,Marathonbet,2.25,1.95,3.32,3.35,3.25,4.15
Russia,FNL 2015/2016,Orenburg - Tosno,"Monday, 17 Aug 2015, 14:00",3:1,Pinnacle,1.93,1.93,3.32,3.37,4.0,3.89
China,Super League 2017,Jiangsu Suning - Tianjin Tianhai,"Thursday, 28 Sep 2017, 11:35",1:0,Asianodds,2.49,2.64,3.6,3.6,2.38,2.64
China,Super League 2017,Jiangsu Suning - Tianjin Tianhai,"Thursday, 28 Sep 2017, 11:35",1:0,Marathonbet,2.5,2.66,3.5,3.5,2.85,2.66
China,Super League 2017,Jiangsu Suning - Tianjin Tianhai,"Thursday, 28 Sep 2017, 11:35",1:0,Pinnacle,2.6,2.64,3.51,3.59,2.74,2.64
Argentina,Primera Division 2015,Gimnasia L.P. - San Martin S.J.,"Friday, 20 Nov 2015, 20:00",5:1,Marathonbet,1.97,1.72,3.2,3.56,4.85,6.1
Argentina,Primera Division 2015,Gimnasia L.P. - San Martin S.J.,"Friday, 20 Nov 2015, 20:00",5:1,Pinnacle,1.9,1.7,3.37,3.67,4.93,6.03
Brazil,Serie A 2019,Flamengo RJ - Avai,"Thursday, 05 Dec 2019, 23:00",6:1,Asianodds,1.16,1.12,7.9,10.48,17.0,23.0
Brazil,Serie A 2019,Flamengo RJ - Avai,"Thursday, 05 Dec 2019, 23:00",6:1,Marathonbet,1.12,1.12,9.1,9.5,22.0,20.5
Brazil,Serie A 2019,Flamengo RJ - Avai,"Thursday, 05 Dec 2019, 23:00",6:1,Pinnacle,1.13,1.09,9.08,10.48,20.74,22.79
Slovakia,Fortuna liga 2019/2020,Trencin - Sered,"Sunday, 01 Mar 2020, 14:30",2:1,Asianodds,1.46,1.4,5.05,5.34,6.02,7.0
Slovakia,Fortuna liga 2019/2020,Trencin - Sered,"Sunday, 01 Mar 2020, 14:30",2:1,Marathonbet,1.44,1.39,4.75,4.85,6.05,6.9
Slovakia,Fortuna liga 2019/2020,Trencin - Sered,"Sunday, 01 Mar 2020, 14:30",2:1,Pinnacle,1.55,1.4,4.56,5.34,5.46,6.62
Ireland,Premier Division 2015,Bray - St. Patricks,"Saturday, 16 May 2015, 16:45",1:0,Marathonbet,13.0,14.0,5.8,6.5,1.29,1.25
Ireland,Premier Division 2015,Bray - St. Patricks,"Saturday, 16 May 2015, 16:45",1:0,Pinnacle,12.91,14.75,6.05,6.35,1.27,1.25
Norway,Eliteserien 2017,Sarpsborg 08 - Kristiansund,"Sunday, 23 Apr 2017, 16:00",5:1,Marathonbet,1.62,1.52,4.3,4.45,5.7,7.1
Norway,Eliteserien 2017,Sarpsborg 08 - Kristiansund,"Sunday, 23 Apr 2017, 16:00",5:1,Pinnacle,1.53,1.52,4.39,4.43,6.9,7.04
Germany,Bundesliga 2016/2017,B. Monchengladbach - Schalke,"Saturday, 04 Mar 2017, 17:30",4:2,Marathonbet,2.3,2.15,3.44,3.5,3.45,3.78
Germany,Bundesliga 2016/2017,B. Monchengladbach - Schalke,"Saturday, 04 Mar 2017, 17:30",4:2,Pinnacle,2.52,2.15,3.28,3.47,3.04,3.74
Brazil,Serie B 2016,Vila Nova FC - Tupi-MG,"Friday, 01 Jul 2016, 23:30",1:0,Marathonbet,1.8,1.57,3.5,4.0,5.3,6.8
Brazil,Serie B 2016,Vila Nova FC - Tupi-MG,"Friday, 01 Jul 2016, 23:30",1:0,Pinnacle,1.61,1.51,3.89,4.14,6.55,6.32
Japan,J1 League 2017,Urawa - Iwata,"Sunday, 18 Jun 2017, 09:30",2:4,Marathonbet,1.32,1.3,5.8,6.1,10.5,11.0
Japan,J1 League 2017,Urawa - Iwata,"Sunday, 18 Jun 2017, 09:30",2:4,Pinnacle,1.32,1.3,5.94,6.12,10.04,11.0
France,Ligue 2 2015/2016,Sochaux - Evian TG,"Friday, 30 Oct 2015, 19:00",1:0,Marathonbet,2.7,2.24,2.9,3.04,3.22,4.0
France,Ligue 2 2015/2016,Sochaux - Evian TG,"Friday, 30 Oct 2015, 19:00",1:0,Pinnacle,2.39,2.27,3.08,3.02,3.54,3.96
Romania,Liga 1 2013/2014,Pandurii - Din. Bucuresti,"Friday, 13 Sep 2013, 18:30",2:1,Marathonbet,2.25,1.96,3.25,3.45,3.25,3.85
Romania,Liga 1 2013/2014,Pandurii - Din. Bucuresti,"Friday, 13 Sep 2013, 18:30",2:1,Pinnacle,2.22,1.96,3.34,3.5,3.5,4.35
England,Championship 2018/2019,Brentford - Sheffield Utd,"Tuesday, 27 Nov 2018, 19:45",2:3,Asianodds,2.35,2.41,3.45,3.45,2.75,3.12
England,Championship 2018/2019,Brentford - Sheffield Utd,"Tuesday, 27 Nov 2018, 19:45",2:3,Marathonbet,2.5,2.47,3.45,3.4,2.98,3.06
England,Championship 2018/2019,Brentford - Sheffield Utd,"Tuesday, 27 Nov 2018, 19:45",2:3,Pinnacle,2.41,2.42,3.47,3.44,3.11,3.11
Denmark,1st Division 2019/2020,F. Amager - Naestved,"Friday, 30 Aug 2019, 17:00",1:0,Asianodds,2.29,2.25,3.5,3.67,2.65,3.09
Denmark,1st Division 2019/2020,F. Amager - Naestved,"Friday, 30 Aug 2019, 17:00",1:0,Marathonbet,2.38,2.22,3.54,3.6,2.85,3.08
Denmark,1st Division 2019/2020,F. Amager - Naestved,"Friday, 30 Aug 2019, 17:00",1:0,Pinnacle,2.42,2.25,3.51,3.67,2.92,3.09
Scotland,Division 2 2011/2012,Brechin - Stenhousemuir,"Saturday, 06 Aug 2011, 15:00",2:0,Pinnacle,1.81,1.85,3.89,3.84,4.48,4.38
USA,MLS 2018,Real Salt Lake - Montreal Impact,"Sunday, 12 Aug 2018, 02:00",1:1,Asianodds,1.6,1.78,4.0,4.15,4.9,4.7
USA,MLS 2018,Real Salt Lake - Montreal Impact,"Sunday, 12 Aug 2018, 02:00",1:1,Marathonbet,1.67,1.76,4.5,4.15,4.95,4.6
USA,MLS 2018,Real Salt Lake - Montreal Impact,"Sunday, 12 Aug 2018, 02:00",1:1,Pinnacle,1.64,1.75,4.24,4.15,5.23,4.6
Denmark,NordicBet Ligaen 2014/2015,Vejle - Bronshoj,"Saturday, 26 Jul 2014, 14:00",2:1,Marathonbet,1.85,1.85,3.75,3.7,4.25,4.33
Denmark,NordicBet Ligaen 2014/2015,Vejle - Bronshoj,"Saturday, 26 Jul 2014, 14:00",2:1,Pinnacle,1.81,1.88,3.8,3.77,4.6,4.3
Scotland,League One 2016/2017,Albion Rovers - Queen's Park,"Tuesday, 04 Apr 2017, 18:45",1:1,Marathonbet,2.35,2.65,3.8,3.4,2.9,2.76
Scotland,League One 2016/2017,Albion Rovers - Queen's Park,"Tuesday, 04 Apr 2017, 18:45",1:1,Pinnacle,2.75,2.81,3.26,3.28,2.78,2.71
Slovenia,Prva liga 2015/2016,Rudar - Zavrc,"Saturday, 01 Aug 2015, 16:30",1:3,Marathonbet,2.5,2.55,3.3,3.35,2.95,2.85
Slovenia,Prva liga 2015/2016,Rudar - Zavrc,"Saturday, 01 Aug 2015, 16:30",1:3,Pinnacle,2.42,2.54,3.27,3.41,3.11,2.83
Spain,Primera Division 2012/2013,Getafe - Zaragoza,"Friday, 01 Mar 2013, 21:00",2:0,Marathonbet,2.1,1.86,3.3,3.55,4.05,4.84
Spain,Primera Division 2012/2013,Getafe - Zaragoza,"Friday, 01 Mar 2013, 21:00",2:0,Pinnacle,1.97,1.84,3.49,3.71,4.41,4.83
Sweden,Superettan 2014,Varbergs - Sirius,"Friday, 15 Aug 2014, 17:30",0:2,Marathonbet,2.68,2.76,3.6,3.6,2.56,2.48
Sweden,Superettan 2014,Varbergs - Sirius,"Friday, 15 Aug 2014, 17:30",0:2,Pinnacle,3.23,2.87,3.7,3.45,2.22,2.59
Japan,J1 League 2016,Yokohama M. - FC Tokyo,"Saturday, 25 Jun 2016, 10:00",0:1,Marathonbet,3.48,2.66,3.2,3.25,2.35,2.92
Japan,J1 League 2016,Yokohama M. - FC Tokyo,"Saturday, 25 Jun 2016, 10:00",0:1,Pinnacle,2.8,2.64,3.19,3.23,2.82,2.97
England,Premier League 2018/2019,Manchester Utd - Southampton,"Saturday, 02 Mar 2019, 15:00",3:2,Asianodds,1.37,1.48,5.12,4.55,8.98,8.0
England,Premier League 2018/2019,Manchester Utd - Southampton,"Saturday, 02 Mar 2019, 15:00",3:2,Marathonbet,1.39,1.46,5.25,4.6,8.9,8.4
England,Premier League 2018/2019,Manchester Utd - Southampton,"Saturday, 02 Mar 2019, 15:00",3:2,Pinnacle,1.37,1.47,5.12,4.55,8.98,7.8
Spain,LaLiga 2017/2018,Leganes - Dep. La Coruna,"Friday, 20 Apr 2018, 19:00",0:0,Asianodds,2.38,2.43,3.2,3.26,2.71,3.3
Spain,LaLiga 2017/2018,Leganes - Dep. La Coruna,"Friday, 20 Apr 2018, 19:00",0:0,Marathonbet,2.18,2.44,3.4,3.32,3.8,3.28
Spain,LaLiga 2017/2018,Leganes - Dep. La Coruna,"Friday, 20 Apr 2018, 19:00",0:0,Pinnacle,2.35,2.42,3.29,3.26,3.27,3.27
Turkey,PTT 1. Lig 2014/2015,Bucaspor - Elazigspor,"Sunday, 09 Nov 2014, 13:00",3:0,Marathonbet,2.92,2.9,3.0,2.95,2.78,2.84
Turkey,PTT 1. Lig 2014/2015,Bucaspor - Elazigspor,"Sunday, 09 Nov 2014, 13:00",3:0,Pinnacle,2.75,2.82,3.46,3.46,2.62,2.55
Germany,2. Bundesliga 2015/2016,Heidenheim - Freiburg,"Friday, 27 Nov 2015, 17:30",1:2,Marathonbet,2.96,3.48,3.36,3.3,2.56,2.3
Germany,2. Bundesliga 2015/2016,Heidenheim - Freiburg,"Friday, 27 Nov 2015, 17:30",1:2,Pinnacle,2.98,3.42,3.36,3.3,2.55,2.33
Germany,2. Bundesliga 2011/2012,Dusseldorf - Ingolstadt,"Friday, 05 Aug 2011, 17:00",4:1,Pinnacle,1.76,1.78,3.85,3.75,5.08,5.19
Netherlands,Eerste Divisie 2015/2016,Jong PSV - Oss,"Monday, 04 Apr 2016, 18:00",3:1,Marathonbet,2.25,1.6,3.75,4.6,3.18,5.5
Netherlands,Eerste Divisie 2015/2016,Jong PSV - Oss,"Monday, 04 Apr 2016, 18:00",3:1,Pinnacle,2.08,1.67,3.82,4.42,3.54,4.89
France,Ligue 2 2016/2017,Lens - Nimes,"Saturday, 21 Jan 2017, 14:00",1:3,Marathonbet,1.75,1.67,3.55,3.88,5.8,5.9
France,Ligue 2 2016/2017,Lens - Nimes,"Saturday, 21 Jan 2017, 14:00",1:3,Pinnacle,1.83,1.64,3.45,3.88,5.33,6.37
Brazil,Serie B 2016,Londrina - Parana,"Tuesday, 31 May 2016, 22:15",1:1,Marathonbet,2.25,1.82,3.3,3.36,3.5,5.4
Brazil,Serie B 2016,Londrina - Parana,"Tuesday, 31 May 2016, 22:15",1:1,Pinnacle,2.07,1.92,3.35,3.24,4.02,5.02
France,Ligue 2 2018/2019,Red Star - Auxerre,"Friday, 24 Aug 2018, 18:00",1:0,Asianodds,2.9,2.88,3.07,3.37,2.71,2.58
France,Ligue 2 2018/2019,Red Star - Auxerre,"Friday, 24 Aug 2018, 18:00",1:0,Marathonbet,2.95,2.89,3.25,3.42,2.64,2.58
France,Ligue 2 2018/2019,Red Star - Auxerre,"Friday, 24 Aug 2018, 18:00",1:0,Pinnacle,2.87,2.86,3.04,3.37,2.75,2.58
England,League One 2018/2019,Portsmouth - Blackpool,"Saturday, 12 Jan 2019, 15:00",0:1,Asianodds,1.65,1.67,3.71,3.7,6.01,6.07
England,League One 2018/2019,Portsmouth - Blackpool,"Saturday, 12 Jan 2019, 15:00",0:1,Marathonbet,1.68,1.69,3.8,3.7,6.0,6.1
England,League One 2018/2019,Portsmouth - Blackpool,"Saturday, 12 Jan 2019, 15:00",0:1,Pinnacle,1.65,1.67,3.71,3.65,6.01,6.07
England,League One 2018/2019,Portsmouth - Rochdale,"Saturday, 13 Apr 2019, 14:00",4:1,Asianodds,1.62,1.47,3.9,4.7,5.41,7.0
England,League One 2018/2019,Portsmouth - Rochdale,"Saturday, 13 Apr 2019, 14:00",4:1,Marathonbet,1.67,1.5,4.05,4.7,5.55,6.85
England,League One 2018/2019,Portsmouth - Rochdale,"Saturday, 13 Apr 2019, 14:00",4:1,Pinnacle,1.63,1.47,3.81,4.74,5.42,6.77
Finland,Veikkausliiga 2019,Inter Turku - KuPS,"Saturday, 19 Oct 2019, 12:00",0:2,Asianodds,2.41,2.58,3.36,3.53,3.1,2.93
Finland,Veikkausliiga 2019,Inter Turku - KuPS,"Saturday, 19 Oct 2019, 12:00",0:2,Marathonbet,2.39,2.49,3.44,3.45,2.94,2.79
Finland,Veikkausliiga 2019,Inter Turku - KuPS,"Saturday, 19 Oct 2019, 12:00",0:2,Pinnacle,2.41,2.57,3.36,3.53,3.1,2.76
Norway,Eliteserien 2019,Rosenborg - Tromso,"Saturday, 10 Aug 2019, 13:30",5:2,Asianodds,1.43,1.46,4.0,4.83,7.7,7.2
Norway,Eliteserien 2019,Rosenborg - Tromso,"Saturday, 10 Aug 2019, 13:30",5:2,Marathonbet,1.47,1.47,4.4,4.65,7.0,6.45
Norway,Eliteserien 2019,Rosenborg - Tromso,"Saturday, 10 Aug 2019, 13:30",5:2,Pinnacle,1.38,1.45,4.67,4.83,9.58,6.99
Netherlands,Eredivisie 2010/2011,Ajax - Heerenveen,"Wednesday, 27 Oct 2010, 18:00",3:1,Pinnacle,1.23,1.25,6.93,7.0,13.31,12.31
Finland,Veikkausliiga 2015,Ilves - Lahti,"Sunday, 27 Sep 2015, 15:30",1:2,Marathonbet,2.92,3.32,3.35,3.25,2.6,2.4
Finland,Veikkausliiga 2015,Ilves - Lahti,"Sunday, 27 Sep 2015, 15:30",1:2,Pinnacle,3.19,3.58,3.27,3.34,2.46,2.24
Russia,Premier League 2014/2015,Arsenal Tula - Kuban,"Saturday, 30 Aug 2014, 17:00",0:1,Marathonbet,4.35,5.2,3.5,3.65,1.98,1.8
Russia,Premier League 2014/2015,Arsenal Tula - Kuban,"Saturday, 30 Aug 2014, 17:00",0:1,Pinnacle,4.13,4.67,3.47,3.65,2.0,1.86
Turkey,PTT 1. Lig 2013/2014,Osmanlispor - Trabzon,"Sunday, 09 Mar 2014, 12:30",3:1,Marathonbet,1.42,1.38,4.8,4.9,6.9,7.7
Turkey,PTT 1. Lig 2013/2014,Osmanlispor - Trabzon,"Sunday, 09 Mar 2014, 12:30",3:1,Pinnacle,1.33,1.3,5.11,5.34,11.17,12.46
Slovakia,Corgon Liga 2012/2013,Senica - Ruzomberok,"Sunday, 03 Mar 2013, 14:30",0:3,Marathonbet,1.58,1.55,3.8,3.8,6.8,7.4
Slovakia,Corgon Liga 2012/2013,Senica - Ruzomberok,"Sunday, 03 Mar 2013, 14:30",0:3,Pinnacle,1.53,1.47,3.9,4.05,7.54,8.77
Ireland,Premier Division 2017,Cork City - Derry City,"Friday, 07 Apr 2017, 18:30",3:0,Marathonbet,1.92,1.52,3.6,4.4,4.5,7.4
Ireland,Premier Division 2017,Cork City - Derry City,"Friday, 07 Apr 2017, 18:30",3:0,Pinnacle,1.64,1.51,4.14,4.24,5.73,7.81
Slovenia,Prva liga 2012/2013,Triglav - Domzale,"Wednesday, 24 Apr 2013, 16:00",0:0,Marathonbet,3.6,3.0,3.4,3.2,2.04,2.42
Slovenia,Prva liga 2012/2013,Triglav - Domzale,"Wednesday, 24 Apr 2013, 16:00",0:0,Pinnacle,3.4,2.9,3.43,3.28,2.2,2.56
Denmark,Superliga 2019/2020,Hobro - Aalborg,"Saturday, 05 Oct 2019, 14:00",0:2,Asianodds,3.56,4.45,3.54,3.88,2.12,1.83
Denmark,Superliga 2019/2020,Hobro - Aalborg,"Saturday, 05 Oct 2019, 14:00",0:2,Marathonbet,3.66,4.25,3.68,3.78,1.98,1.82
Denmark,Superliga 2019/2020,Hobro - Aalborg,"Saturday, 05 Oct 2019, 14:00",0:2,Pinnacle,3.54,4.41,3.58,3.88,2.11,1.81
England,Premier League 2018/2019,Brighton - Manchester City,"Sunday, 12 May 2019, 14:00",1:4,Asianodds,19.55,16.0,10.94,7.24,1.12,1.22
England,Premier League 2018/2019,Brighton - Manchester City,"Sunday, 12 May 2019, 14:00",1:4,Marathonbet,22.0,15.0,11.0,7.7,1.13,1.21
England,Premier League 2018/2019,Brighton - Manchester City,"Sunday, 12 May 2019, 14:00",1:4,Pinnacle,19.56,13.17,10.96,7.24,1.12,1.22
Scotland,Premiership 2015/2016,Hamilton - Hearts,"Sunday, 24 Jan 2016, 12:45",0:0,Marathonbet,3.5,3.98,3.6,3.72,2.16,1.98
Scotland,Premiership 2015/2016,Hamilton - Hearts,"Sunday, 24 Jan 2016, 12:45",0:0,Pinnacle,3.47,3.76,3.6,3.65,2.18,2.06
Argentina,Primera Division 2015,Temperley - Independiente,"Monday, 20 Jul 2015, 00:30",0:1,Marathonbet,3.05,3.34,3.15,2.97,2.56,2.5
Argentina,Primera Division 2015,Temperley - Independiente,"Monday, 20 Jul 2015, 00:30",0:1,Pinnacle,3.21,3.12,3.06,3.07,2.55,2.64
Germany,2. Bundesliga 2011/2012,SG Dynamo Dresden - Dusseldorf,"Monday, 16 Apr 2012, 19:15",2:1,Pinnacle,3.78,4.45,3.63,3.65,2.06,1.92
Scotland,Championship 2017/2018,Inverness - Livingston,"Tuesday, 02 Jan 2018, 15:00",1:1,Asianodds,2.23,2.41,3.35,3.45,2.81,3.13
Scotland,Championship 2017/2018,Inverness - Livingston,"Tuesday, 02 Jan 2018, 15:00",1:1,Marathonbet,2.35,2.39,3.5,3.46,3.13,3.1
Scotland,Championship 2017/2018,Inverness - Livingston,"Tuesday, 02 Jan 2018, 15:00",1:1,Pinnacle,2.23,2.37,3.45,3.45,3.42,3.13
Denmark,Superliga 2016/2017,Midtjylland - Lyngby,"Sunday, 28 May 2017, 14:00",0:3,Marathonbet,1.95,1.68,3.65,4.45,4.2,4.85
Denmark,Superliga 2016/2017,Midtjylland - Lyngby,"Sunday, 28 May 2017, 14:00",0:3,Pinnacle,1.75,1.69,4.09,4.44,4.81,4.82
Ireland,Premier Division 2019,Waterford - Cork City,"Friday, 16 Aug 2019, 18:45",1:2,Asianodds,2.84,2.42,3.22,3.27,2.69,3.19
Ireland,Premier Division 2019,Waterford - Cork City,"Friday, 16 Aug 2019, 18:45",1:2,Marathonbet,2.71,2.4,3.2,3.2,2.72,3.13
Ireland,Premier Division 2019,Waterford - Cork City,"Friday, 16 Aug 2019, 18:45",1:2,Pinnacle,2.84,2.41,3.22,3.27,2.69,3.19
Portugal,Primeira Liga 2012/2013,Ferreira - Gil Vicente,"Friday, 29 Mar 2013, 21:00",3:2,Marathonbet,1.82,1.82,3.55,3.5,5.09,5.2
Portugal,Primeira Liga 2012/2013,Ferreira - Gil Vicente,"Friday, 29 Mar 2013, 21:00",3:2,Pinnacle,1.76,1.85,3.73,3.51,5.19,5.04
Portugal,Primeira Liga 2012/2013,Vitoria Setubal - Benfica,"Sunday, 26 Aug 2012, 20:15",0:5,Marathonbet,11.0,13.0,5.2,6.4,1.35,1.26
Portugal,Primeira Liga 2012/2013,Vitoria Setubal - Benfica,"Sunday, 26 Aug 2012, 20:15",0:5,Pinnacle,10.29,13.1,5.15,5.72,1.35,1.29
Czech Republic,Division 2 2017/2018,Vlasim - Frydek-Mistek,"Friday, 16 Mar 2018, 14:00",4:0,Asianodds,1.65,1.65,3.7,3.7,4.1,4.1
Czech Republic,Division 2 2017/2018,Vlasim - Frydek-Mistek,"Friday, 16 Mar 2018, 14:00",4:0,Marathonbet,1.66,1.67,3.76,3.8,5.1,5.0
Ukraine,Premier League 2017/2018,Feniks Bucha - Oleksandriya,"Saturday, 12 May 2018, 14:00",1:2,Asianodds,3.3,3.47,3.05,3.05,2.12,2.56
Ukraine,Premier League 2017/2018,Feniks Bucha - Oleksandriya,"Saturday, 12 May 2018, 14:00",1:2,Marathonbet,4.35,3.46,3.2,2.93,2.0,2.43
Ukraine,Premier League 2017/2018,Feniks Bucha - Oleksandriya,"Saturday, 12 May 2018, 14:00",1:2,Pinnacle,3.97,3.47,3.15,2.93,2.11,2.46
Italy,Serie B 2013/2014,Ternana - Cesena,"Saturday, 05 Apr 2014, 14:00",0:2,Marathonbet,2.4,2.1,3.0,3.15,3.65,4.3
Italy,Serie B 2013/2014,Ternana - Cesena,"Saturday, 05 Apr 2014, 14:00",0:2,Pinnacle,2.18,2.07,3.05,3.11,4.2,4.56
Spain,LaLiga 2016/2017,Celta Vigo - Barcelona,"Sunday, 02 Oct 2016, 18:45",4:3,Marathonbet,9.2,8.1,5.5,5.2,1.38,1.43
Spain,LaLiga 2016/2017,Celta Vigo - Barcelona,"Sunday, 02 Oct 2016, 18:45",4:3,Pinnacle,6.78,8.52,4.9,4.97,1.47,1.43
Belgium,Jupiler League 2014/2015,Waregem - Gent,"Friday, 28 Nov 2014, 19:30",2:1,Marathonbet,3.05,3.05,3.55,3.55,2.4,2.4
Belgium,Jupiler League 2014/2015,Waregem - Gent,"Friday, 28 Nov 2014, 19:30",2:1,Pinnacle,2.82,3.02,3.49,3.55,2.57,2.42
England,Championship 2016/2017,Brighton - Burton,"Saturday, 11 Feb 2017, 15:00",4:1,Marathonbet,1.5,1.5,4.45,4.4,7.8,8.0
England,Championship 2016/2017,Brighton - Burton,"Saturday, 11 Feb 2017, 15:00",4:1,Pinnacle,1.48,1.51,4.55,4.29,7.85,8.2
Romania,Liga 1 2013/2014,Vaslui - CFR Cluj,"Monday, 05 Aug 2013, 19:30",4:0,Marathonbet,2.25,2.4,3.25,3.2,3.25,3.05
Romania,Liga 1 2013/2014,Vaslui - CFR Cluj,"Monday, 05 Aug 2013, 19:30",4:0,Pinnacle,2.29,2.38,3.31,3.17,3.36,3.37
England,Championship 2014/2015,Blackburn - Millwall,"Tuesday, 21 Apr 2015, 18:45",2:0,Marathonbet,1.91,2.19,3.75,3.5,4.35,3.62
England,Championship 2014/2015,Blackburn - Millwall,"Tuesday, 21 Apr 2015, 18:45",2:0,Pinnacle,2.06,2.17,3.58,3.48,3.85,3.72
Portugal,LigaPro 2019/2020,Benfica B - Nacional,"Saturday, 26 Oct 2019, 14:00",1:0,Asianodds,2.92,3.32,3.3,3.88,2.57,2.11
Portugal,LigaPro 2019/2020,Benfica B - Nacional,"Saturday, 26 Oct 2019, 14:00",1:0,Marathonbet,2.91,3.32,3.32,3.68,2.45,2.08
Portugal,LigaPro 2019/2020,Benfica B - Nacional,"Saturday, 26 Oct 2019, 14:00",1:0,Pinnacle,2.92,3.37,3.23,3.85,2.58,2.07
Brazil,Serie B 2019,Operario - Vila Nova FC,"Friday, 09 Aug 2019, 22:15",1:0,Asianodds,1.9,2.7,3.0,2.83,4.1,3.0
